game_title,description,genres
Wasteland 3,"In Wasteland 3 you take command of a squad of Desert Rangers, lawmen and women in a post-nuclear world, trying to rebuild society from the ashes. More than a century after the bombs fell, you're fighting a losing battle to keep your beloved Arizona alive. Then the self-proclaimed... Read all","['Action', 'Adventure', 'Sci-Fi']"
Killzone,"The Helghans have rebuilt their planet after the first Helghan War and have attacked the ISA on the colony planet Vekta, who are heavily outnumbered. Captain Jan Templar and his squad are sent to find the ISA operative.","['Action', 'Sci-Fi', 'War']"
Mortal Kombat 11: Aftermath,"After Liu Kang defeats Kronika, he has the control of the hourglass. However, some people confront him and tell him that it is impossible to reset history without Kronika's crown, so, Liu Kang put the people back in time to get her crown, bring it back to him and reset the timeli... Read all","['Action', 'Adventure', 'Fantasy', 'Horror', 'Sci-Fi']"
Star Wars: The Old Republic - Rise of the Hutt Cartel,"With the Sith emperor defeated, all eyes turn on the planet Makeb, where a mysterious substance called isotope-5 has been discovered, said to have the power to fuel a massive army for whoever wields it.","['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
Pong,Two players play a video version of table tennis. The first to score 11 points wins.,"['Family', 'Sport']"
Star Trek Prodigy: Supernova,"After the Protostar picks up strange readings from a dying star, Dal R'El and Gwyndala race against time to save their friends, their ship, new alien species and an entire planetary system before a supernova destroys them all!",['Sci-Fi']
Persona 2: Innocent Sin,"A group of high school students from Seven Sisters High School must confront a villainous figure called the Joker, who is causing the spread of reality-warping rumors through the city.","['Action', 'Adventure', 'Fantasy']"
River City Girls,"There's trouble once again in River City, and this time only the girls can save the day. Using a variety of attacks, weapons, and items, these hot-blooded heroines are ready to teach the city's lowlifes a lesson - either solo or in 2-player co-op. It's an old-school rumble for a ... Read all","['Action', 'Comedy']"
Disney Princess: Enchanted Journey,"A young girl arrives at an abandoned castle, and finds out that evil creatures called bogs are destroying Disney princesses worlds. With the help of her pixie friend, she uses magic to help the Disney princesses restore their worlds.","['Adventure', 'Animation', 'Family', 'Fantasy']"
鉄拳 Tekken 2,"Kazuya Mishima, after beating his father Heihachi in the first King of Iron Fist Tournament one year earlier, sponsors the second Tournament, promising a prize a thousand times that of the first.","['Superhero', 'Action', 'Fantasy']"
Phantasmagoria 2: A Puzzle of Flesh,"Curtis Craig, a totally normal man begins to hear strange voices. Could it be that he is an insane killer..?","['Psychological Horror', 'Drama', 'Horror', 'Mystery', 'Sci-Fi']"
The Suffering: Ties That Bind,"The Suffering: Ties That Bind is a uniquely American action-horror experience that surpasses the original in every way. You are Torque, armed with a deadly arsenal and your last shred of sanity, condemned to wage war against horrific monstrosities in a bloody battle for revenge a... Read all","['Psychological Horror', 'Action', 'Adventure', 'Drama', 'Horror', 'Sci-Fi', 'Thriller']"
Star Wars: Episode I - Racer,Compete in the galactic pod-racing championship as one of the many pod-racers featured in Star Wars: Episode I - The Phantom Menace (1999).,"['Action', 'Adventure', 'Sci-Fi', 'Sport']"
The Nomad Soul,Omikron is a massive city-state in which the people are ruled blindly by an ancient supercomputer and a communist dictator with an iron fist who carries out the computer's orders. Little do the people of Omikron know that a demon lord from the last circle of Hell is the true powe... Read all,"['Action', 'Adventure', 'Animation', 'Mystery', 'Sci-Fi']"
Pirates of the Caribbean,Swashbuckle through the world of pirates and relive the adventure of the film.,"['Swashbuckler', 'Adventure', 'Fantasy']"
Naruto Shippûden: Ultimate Ninja Heroes 3,The Revolution of the Ultimate Ninja series is born exclusively on the PSP Naruto Shippuden Ultimate Ninja Heroes 3 is the heir to the Ultimate Ninja series combining completely revamped 2D ninja fighting with 4 player multiplayer action.,['Adventure']
Need for Speed: Hot Pursuit 2,"Join a rapid race by the picturesque tracks and tense escapes from the police, or play as a police officer in Hot Pursuit 2.","['Action', 'Crime', 'Sport']"
The Bard's Tale,"The Bard is a cynical, opportunistic musician who roams the country for carnal pleasures. However, this impatient and selfish fellow is compelled to accept the quest to save princess Caleigh from a demonic cult that has kidnapped her.","['Action', 'Adventure', 'Comedy', 'Fantasy']"
Starlink: Battle for Atlas,Starlink: Battle for Atlas is a new action-adventure game where you assemble a custom star ship mounted to your game controller to launch into an interplanetary adventure. Lead a group of heroic interstellar pilots who use modular star ships to mix and match their unique gear and... Read all,['Sci-Fi']
Mario + Rabbids Kingdom Battle,"Mario and his friends are dealing with the aftermath of a sudden invasion by a group of Rabbids, who have accidentally misused a powerful invention that has brought chaos to the Mushroom Kingdom.","['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']"
Assassin's Creed: Syndicate - Jack the Ripper,"20 years after the events of Assassin's Creed Syndicate, 'Jack the Ripper' has embarked on a brutal reign of terror that shocks London to its core and threatens the very existence of the Brotherhood of Assassins.","['Action', 'Adventure', 'Crime', 'History', 'Mystery', 'Sci-Fi']"
Space Invaders,"Commonly considered as one of the most influential video games of all time, the goal is to defeat wave after wave of descending aliens with a horizontally moving laser cannon to earn as many points as possible.","['Action', 'Sci-Fi']"
The Mask: The Origin,"Motion comic version of five issues of the violent comic book ""The Mask"" that the popular 1994 movie was based on.","['Superhero', 'Action', 'Comedy', 'Crime', 'Fantasy']"
Vanquish,"In the near future, Sam Gideon and a team of soldiers are hired by the president of the United States to recover a space station that's been taken over by a Russian ultra nationalist.","['Action', 'Sci-Fi']"
Rainbow Six,"John Clark is recruited along with Rainbow, the most elite counter-terror team in the world, to rescue hostages from terrorists, but as they go on, they discover there are bigger things at stake - such as the entire world.","['Action', 'Crime', 'Thriller']"
Star Trek: Starfleet Academy,"FMV space combat simulator, where you play a cadet training to become a Starfleet officer at the Academy and have adventures there in addition to your training.","['Action', 'Adventure', 'Sci-Fi']"
Mega Man Legends,"Taking place on a flooded Earth, the Digger Mega Man Volnutt and his friend, the Spotter Roll Caskett, are searching high-tech underground ruins for quantum refractors.","['Action', 'Adventure', 'Comedy', 'Mystery']"
Hello Guest,"Hello Guest is a stealth horror video game, where you're stalked by an unexpected guest in the Golden Apple Theme Park.","['Adventure', 'Horror', 'Mystery']"
The Emperor's New Groove,Video game based on the film The Emperor's New Groove (2000).,"['Adventure', 'Animation']"
Dead or Alive 4,The fourth installment in the Dead or Alive series continues in a similar vein of fighting game. Delivering another dose of combo heavy action set in a variety of highly interactive locations and new characters.,"['Action', 'Mystery', 'Sci-Fi']"
Bloodwash,"Sara is a pregnant college student living with her alcoholic boyfriend in a run-down apartment complex. To make her current situation worse, a serial killer targeting pregnant women, known as the Womb Ripper, is terrorizing the city. One night, when Sara needed to do laundry, the... Read all",['Horror']
Star Wars: Galaxy of Heroes,"Collect iconic Star Wars heroes through all eras and conquer the Galaxy, playing online and offline.","['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
Heroes of Might and Magic V,"An epic campaign set in Ashan, a brand-new fantasy world with no ties to the old Might and Magic universe.","['Action', 'Adventure', 'Fantasy']"
Rainbow Six: Vegas,"While trying to capture international terrorist Irena Morales, Team Rainbow has uncovered a plot to attack Las Vegas and the existence of a reusable microwave-pulse weapon capable of killing millions of people.","['Action', 'Crime', 'Thriller']"
Comix Zone,"While drawing his favorite character Mortus, Sketch Turner, a struggling comic book artist falls into his own comic book creation. The two switch places, and the confused artist Sketch finds himself trapped in the world that he created.","['Action', 'Adventure', 'Fantasy']"
Rayman,"Rayman must free the Electoons, defeat Mr. Dark, save the Great Protoon from its mysterious kidnapper, and restore harmony to the world.","['Action', 'Adventure', 'Family', 'Fantasy']"
Half-Life: Blue Shift,You experience the Black Mesa Disaster from the point of view of a security guard.,"['Action', 'Horror', 'Sci-Fi', 'Thriller']"
Goosebumps: Attack of the Mutant,"Based on the 25th novel of R.L. Stine's bestselling series, ""Attack of the Mutant"" comes to life in this enthralling adventure only on PC! The Masked Mutant is preparing a plot for world domination and upon discovering this sinister plot, you realize that you are the only one who... Read all","['Action', 'Adventure', 'Family', 'Horror', 'Sci-Fi']"
Siren 2,"New Siren game takes place on a small island town in rural Japan. The town is quiet, and peaceful, until one night evil invades, and it's dark history surfaces.","['Horror', 'Mystery', 'Thriller']"
Tyranny,"In Tyranny, the grand war between good and evil is over - and the forces of evil, led by Kyros the Overlord, have won.","['Dark Fantasy', 'Action', 'Adventure', 'Fantasy']"
American Truck Simulator,Experience legendary American trucks and deliver various cargoes across sunny California and sandy Nevada. American Truck Simulator takes you on a journey through the breathtaking landscapes and widely recognized landmarks around the States.,['Sport']
The Adventures of Batman & Robin,"Batman and Robin travel around Gotham in order to take down a rogue's gallery of thugs and classic villains, including the Joker, Poison Ivy, the Penguin, Catwoman, Two-Face, Scarecrow, the Riddler, Clayface, and Man-Bat.","['Superhero', 'Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi']"
.hack//Infection,"A player of a popular online role-playing game known as ""The World"" plays the game to investigate what it did to put his friend in a coma.","['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']"
Stupid Invaders,"Etno, Gorgious, Candy, Bud and Stereo are five aliens stranded on planet Earth. Their joy at finally being able to return home is short-lived when their escape is hampered by evil scientist Dr. Sakarin and his hired bounty hunter Bolok, who plan to adbuct and dissect them.","['Adventure', 'Comedy', 'Sci-Fi']"
Captain America: The Winter Soldier,Add a plot in your language,"['Action', 'Adventure', 'Sci-Fi']"
Looney Tunes: Wacky World of Sports,Add a plot in your language,['Sport']
Sonic Advance 2,"The sequel to the popular Gameboy Advance game ""Sonic Advance"" has Sonic and friends fighting Dr. Robotnik, a new character named ""Cream"" has been added.","['Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi']"
Fallout 4: Nuka-World,"Take a trip to Nuka-World, a vast amusement park now a lawless city of Raiders. Explore an all-new region with an open wasteland and park zones like Safari Adventure, Dry Rock Gulch, Kiddie Kingdom, and the Galactic Zone. Lead lethal gangs of Raiders and use them to conquer settl... Read all","['Action', 'Adventure', 'Sci-Fi']"
ATV Offroad Fury,Add a plot in your language,['Sport']
Haven,Two lovers gave up everything and escaped to a lost planet to be together.,"['Adventure', 'Romance', 'Sci-Fi']"
Kung Fury: Street Rage,In this highly addictive beat em up based on the critically acclaimed short film we see Kung Fury and friends taking on the worst of the crime the streets have to offer.,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']"
Ben 10: Alien Force - The Rise of Hex,Ben 10 Alien Force: The Rise of Hex is a side-scrolling 2D platformer where the player controls Ben Tennyson in his attempt to stop Hex from taking over the world.,"['Superhero', 'Action', 'Adventure', 'Animation', 'Sci-Fi']"
Disney Magic Kingdoms,Players build their own Disney theme parks to gain points to unlock special features and surprises.,"['Family', 'Fantasy']"
Kingdom Hearts: Chain of Memories,"Sora's quest for answers takes him into the mysterious Castle Oblivion, however as he gets deeper into the castle, he finds himself targeted by a shadowy organization and gradually begins to lose his memories.","['Adventure', 'Family', 'Fantasy']"
Jak X: Combat Racing,Jak and his friends must compete in a series of daring road races in order to find the antidote to a deadly poison given to them.,"['Buddy Comedy', 'Car Action', 'Motorsport', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Sport']"
RollerCoaster Tycoon 3,A game where you build a theme park where the limit is your imagination. Sandbox includes freedom to do whatever. Campaign build a park but your money limits and goals are against you. Scenario is sandbox but with money against you.,"['Adventure', 'Family']"
Heretic,"In a twisted medieval dimension, undead creatures and bestial horrors have done the unthinkable--callously slaughtering your entire race.","['Dark Fantasy', 'Action', 'Adventure', 'Fantasy', 'Horror']"
The King of Fighters Collection: The Orochi Saga,This is a collection that features five different games from the King of Fighters series. It includes the Orochi Saga trilogy ('95 - '97) as well as KOF '94 and KOF '98.,"['Action', 'Adventure', 'Fantasy']"
Abzû,A nameless scuba diver explores the depths of the ocean.,"['Adventure', 'Fantasy']"
WWF Royal Rumble,"WWF Royal Rumble is a professional wrestling video game released by Acclaim Entertainment in 1993 for the Super NES and Sega Genesis. It features a variety of match types, including the newly added Royal Rumble match.","['Action', 'Sport']"
What If...? - An Immersive Story,"You have been chosen. The Multiverse needs you to collect the Power, Reality and Time Stones before they can be used by a Masked Man, young Thanos and child Hela.",[]
The Dukes of Hazzard 2: Daisy Dukes It Out,Add a plot in your language,"['Action', 'Adventure']"
Need for Speed II,Need for Speed II allows players to race exotic cars again in multiple gameplay modes. The sequel features customizable car paint and car components.,"['Action', 'Sport']"
Fight Night Round 4,"Fight Night Round 4, is a boxing video game released for Xbox 360 and PlayStation 3.","['Boxing', 'Action', 'Sport']"
Sonic Advance,Sonic the Hedgehog's first ever adventure on a Nintendo console.,"['Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi']"
Hello Kitty Island Adventure,Embark on a cozy adventure with Hello Kitty and Friends and restore an abandoned island to its former glory. Can you solve the mystery hidden within?,['Adventure']
Persona 5: The Phantom X,"Set in modern-day Tokyo, the game follows Wonder who leads the Phantom Thieves on adventures into different worlds. Sneak into palaces and experience rich gameplay such as exploration, puzzle solving, social links, and turn-based combat.","['Action', 'Adventure', 'Fantasy']"
The Infectious Madness of Doctor Dekker,Play as a Psychiatrist trying to figure out which patient killed the previous Psychiatrist.,['Thriller']
Paper Mario: The Origami King,"Join Mario and his new partner, Olivia, as they battle evil Folded Soldiers, repair the damaged landscape, and try to free Princess Peach's castle from the clutches of King Olly.","['Action', 'Adventure', 'Comedy', 'Fantasy']"
Scooby-Doo: Classic Creep Capers,"Scooby-Doo: Classic Creep Capers is an adventure game published by THQ for the Nintendo 64 and Game Boy Color, based on the Hanna-Barbera cartoon Scooby-Doo, Where Are You.","['Adventure', 'Comedy', 'Mystery']"
Citizen Sleeper,"In Citizen Sleeper, the player character is a ""Sleeper,"" a human whose mind has been digitized and has been put into a robot body to be controlled by the Essen-Arp corporation. The player's Sleeper has escaped indentured servitude on a freighter and has arrived at a space station... Read all",['Sci-Fi']
Star Ocean: Till the End of Time,"A 19-year old college student, Fayt Leingod and his family are having fun on their vacation in Hyda, when an unknown space force attacks.","['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']"
One Night at Flumpty's,One Night at Flumpty's is a point-and-click survival comedy horror game inspired by Five Nights at Freddy's.,"['Parody', 'Comedy', 'Horror', 'Mystery']"
Gangstar Rio: City of Saints,"The acclaimed Gangstar series is back on Android devices to offer you a whole new place to have criminally good fun, You'll never experience a better way to discover Rio de Janeiro.","['Action', 'Adventure', 'Crime']"
Assassin's Creed Odyssey: The Fate of Atlantis,The expansion is set in the mysterious fabled sunken city of Atlantis which the protagonist of Assassin's Creed Odyssey visits and investigates.,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
Blitz: The League 2,A dirty and more violent version of football. Lots of blood and bone breaking. Oh yeah....,"['Action', 'Sport']"
Koudelka,"A psychic gypsy, a holy man, and another man bearing a gun enter an old monastery that had an ominous feeling coming from it. The place turns out to be haunted with unspeakable monsters and angry spirits. The three of them then take it upon themselves to get to the bottom of matt... Read all","['Action', 'Horror']"
Star Trek: Deep Space Nine - Harbinger,A new Federation envoy investigates a murder on Deep Space 9.,"['Action', 'Adventure', 'Sci-Fi']"
Scott Pilgrim vs. the World: The Game,"Scott Pilgrim, his girlfriend Ramona, and his bandmates Kim and Steven must fight their way through Toronto to battle Ramona's seven evil exes.","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']"
Onimusha: Dawn of Dreams,"Decades after the fall of Japanese warlord Nobunaga Oda, Soki, a warrior who possesses Oni powers is on a quest to stop Hideyoshi Toyotomi, who has unified Japan in league with his demonic army of Genma.","['Action', 'Adventure', 'Fantasy', 'History', 'Horror', 'Mystery']"
Spider-Man: The Video Game,Spider - Man has now faced his greatest enemy The Green Goblin,"['Superhero', 'Action', 'Fantasy', 'Sci-Fi']"
LEGO Ninjago: Shadow of Ronin,"There is a new threat in Ninjago, and he goes by the name of Ronin. With help from his army of dark samurai, Ronin steals the Ninjas' memories using an ancient weapon called the Obsidian Glaive.",['Action']
Alan Wake: The Signal,"Wake faces a threat unlike anything he's ever encountered before and yet one he's intimately familiar with. In order to make sense of it all, he must follow the Signal.","['Psychological Horror', 'Psychological Thriller', 'Supernatural Horror', 'Action', 'Adventure', 'Drama', 'Horror', 'Mystery', 'Thriller']"
NBA 2K10,"MyPlayer mode is one of the new features; it in, players create their own player and play through their career in the NBA.",['Sport']
StarCraft II: Nova Covert Ops,"After the events of Legacy of the Void, the dominion ghost Nova is betrayed by the controversial Defenders of Man who had manipulated many ghosts into deploying psi-emitters to attract the feral zerg in order to undermine emperor Valerian Mengsk's new regime. Her memories were er... Read all","['Action', 'Adventure', 'Sci-Fi', 'Thriller', 'War']"
Dance of Death: Du Lac & Fey,Add a plot in your language,['Adventure']
Mr Love: Queen's Choice (Love and Producer),"Who will be your soul mate? Mr Love: Queen's Choice is a romance simulation game that gives you the opportunity to text, chat and even call the main characters while developing your own career as a media producer. In a world filled with superpowers, fantasy, and surprise, you wil... Read all","['Adventure', 'Romance']"
Wasteland 2,"Sequel to the original 1988 personal computer role-playing game Wasteland, revived by original director Brian Fargo and inXile Entertainment with the return of many key members of the original development team. Wasteland 2 continues the story of the Wasteland's traveling party, w... Read all","['Action', 'Adventure', 'Sci-Fi']"
The Return to Bloody Nights,"In 1983, the early days of Fazbear Entertainment, good friends William Afton and Henry Emily first founded Fredbear's Family Diner and introduced the world to animatronics like Fredbear and Spring Bonnie. After a while, one of the two men loses his sanity and begins embarking upo... Read all",['Horror']
Turok 2: Seeds of Evil,Joshua Fireseed battles a powerful alien life form known as the Primagen.,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
HuniePop,"HuniePop is a unique sim experience. It's a gameplay first approach that's part dating sim, part puzzle game, with light RPG elements, a visual novel style of presentation, an abrasive western writing style and plenty of ""plot"".","['Adventure', 'Comedy', 'Fantasy', 'Romance']"
Jackie Chan Adventures,Jackie Chan and his family travel through the world to stop an order of demons searching for 12 magic talismans.,"['Slapstick', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
Punch-Out!!,"Bronx kid Little Mac is trained by ex-boxer ""Doc"" Louis so he may gain a name for himself in the World Video Boxing Association, in hopes he can fight the legendary Mr. Dream.","['Boxing', 'Sport']"
Assassin's Creed Odyssey: Legacy of the First Blade,Fight alongside the legend who first wielded the Hidden Blade to change the course of history while learning why the Assassins chose to fight from the shadows.,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
Murderous Muses,Solve the cold-case murder of controversial artist Mordechai Grey by hanging paintings in a haunted art gallery.,['Mystery']
Her Story,"You're shown VHS recordings of a police interrogation. Who is the woman that's being questioned, is she guilty and what is her crime?","['Adventure', 'Crime', 'Mystery']"
Space Channel 5,"With only a microphone, blasters, some musical instruments, platform shoes and a fashionable wardrobe, it's up to Ulala to find Jaguar and defeat Shadow.","['Action', 'Adventure', 'Music', 'Musical', 'Sci-Fi']"
Jet Force Gemini,"Twins Juno and Vela, with their dog Lupus, as members of Jet Force Gemini must free the adorably furry Tribals from the evil interstellar conqueror Mizar and his insectoid army.","['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
Re: Zero kara hajimeru isekai seikatsu: Death or Kiss,"When Subaru Natsuki leaves the convenience store, the last thing he expects is to be wrenched from his everyday life and dropped into a fantasy world. Things aren't looking good for the bewildered teenager; however, not long after his arrival, he is attacked by some thugs. Armed ... Read all","['Dark Fantasy', 'Adventure', 'Comedy', 'Fantasy', 'Romance']"
Killzone: Liberation,"The Helghast returned, and stronger than ever under the brutal leadership of General Armin Metrac. As the fate of the planet hangs in the balance, one soldier is sent on an impossible mission - Metrac must be defeated.","['Action', 'Sci-Fi', 'War']"
Wipeout,Wipeout is a racing game that is set in 2052.,"['Action', 'Sci-Fi', 'Sport']"
Deus ex Machina,"Take control and follow the life of a ""defect"", which takes the shape of a human body that was formed inside a machine. The defect goes through all stages of life from cells to senility, as it grows and evolves it must avoid the defect police who try to detain it.",['Mystery']
Dead or Alive 3,"Third Dead or Alive game in the series, featuring 16 characters, hidden extras, spectacular lighting effects, volumetric fog and grass, clothing and muscle movement that accurately responds and interactive environments.","['Action', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
Total War: Three Kingdoms,"The year is 190CE. China is in turmoil. The Han Dynasty crumbles before the child-emperor. He is but a figurehead; a mere puppet for the tyrant warlord Dong Zhuo. Until three heroes, sworn to brotherhood in the face of tyranny, rally support for the trials ahead. Scenting opportu... Read all",['Action']
Beavis and Butt-Head in Virtual Stupidity,Add a plot in your language,['Comedy']
Goat Simulator: Remastered,"Goat Simulator Remastered is the latest in goat simulation technology. Your favorite chaotic sandbox is back and more beautiful than ever, with updated graphics, every DLC, and more bugs that you can shake a goat at. WASD to rewrite history.",['Comedy']
Dr. Driving,Add a plot in your language,['Action']
DuckTales 2,"Huey, Dewey and Louie unearth a piece of treasure map from the basement, which leads to the Lost Treasure of Fergus McDuck. Inspired to discover the hidden treasure, uncle Scrooge starts an expedition to find the missing pieces.","['Action', 'Adventure', 'Family']"
Test Drive Unlimited,"Open world racing game featuring over 125 licensed sports cars and motorcycles and a terrain modeled after the Hawaiian island of O'ahu that features some 1,000 miles of roads and highways.","['Action', 'Sport']"
Dark Seed,Point and click adventure about a phlegmatic small town horror novelist Mike Dawson who learns that his mind has been impregnated with the embryo of a monstrous alien invader from an evil alien parallel dimension.,"['Adventure', 'Horror', 'Mystery', 'Sci-Fi']"
Castlevania: Bloodlines,"In 1917, Elizabeth Bartley plots a sacrificial war to bring back her uncle Dracula back to life. She orchestrates the beginning of World War I. Quincy Morris' son, John, and his friend Eric Lecarde, vow to take up the fight against evil.","['Action', 'Adventure', 'Fantasy', 'Horror']"
Broken Sword 5: The Serpent's Curse,"After a murder in a Parisian art gallery, George and Nico find themselves in a series of mysterious situations.",['Adventure']
Crimson Snow,"Christmas is a joyful time, but this time something dark is hiding behind the holiday decorations. Your actions will determine whether you and your girlfriend survive Christmas night.",['Horror']
Castlevania: The Dracula X Chronicles,A re-release containing both Castlevania: Rondo of Blood and Castlevania: Symphony of the Night.,"['Action', 'Adventure', 'Fantasy', 'Horror']"
Haak,"HAAK is a Metroidvania-Platformer. As the mysterious wanderer Haak, you embarked on an epic expedition across the vast cyber-wasteland to find your lost brother.","['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
The Isle,A special ops teams find themselves the subject of a live-die-repeat experiment on an island rampant with dinosaurs in this video game spinoff.,"['Dinosaur Adventure', 'Action', 'Adventure', 'Horror', 'Sci-Fi']"
ToeJam & Earl,Isometric adventure starring 2 hip aliens on a mission to repair their spaceship.,"['Adventure', 'Comedy', 'Sci-Fi']"
Sonic Runners,"Sonic, Tails and Knuckles chase Dr. Eggman through different environments with the ultimate goal of reclaiming the mind control cannon that was introduced in Sonic Colors (2010).","['Action', 'Adventure', 'Fantasy']"
Muppet Monster Adventure,Robin must save Kermit and the other Muppets from monsters.,"['Adventure', 'Family', 'Fantasy', 'Horror', 'Short']"
Rollcage,"Rollcage is an arcade-style racing game for Windows and PlayStation, developed by Attention to Detail, and published by Psygnosis.","['Action', 'Adventure', 'Family']"
Dungeon & Dragons: Tower of Doom,A group of four adventurers must attempt to break the siege on the Republic of Darokin and eliminate the mastermind of the attack in this side-scrolling beat-em-up game.,"['Action', 'Fantasy']"
The Hobbit Software Adventure,"An interactive illustrated text adventure game in which the player assumes the role of Bilbo Baggins, an average hobbit who lives in the region known as the Shire. One day he meets a wizard named Gandalf and a group of dwarfs, in which they are on an expedition that involves the ... Read all","['Adventure', 'Fantasy']"
Garden Story,"Unify a broken community as the newly appointed Guardian of The Grove. Traverse a vibrant island to combat invasive Rot, inspire its inhabitants, and rebuild your home.","['Action', 'Adventure', 'Comedy', 'Fantasy']"
DanMachi: Memoria Freese,Add a plot in your language,"['Action', 'Adventure', 'Drama', 'Fantasy']"
Bleach: Shattered Blade,Add a plot in your language,"['Action', 'Fantasy', 'Thriller']"
Sinistar,You control a small starfighter that must mine asteroids in the face of opposition to gain the necessary weapons to defeat the dreaded Sinistar.,"['Action', 'Adventure', 'Sci-Fi']"
Squad,Squad is a tactical FPS that provides authentic combat experiences through teamwork and communication,"['Action', 'War']"
Atlantis: The Lost Empire - Search for the Journal,Experience how Thaddeus Thatch found the Shepherd's Journal in Iceland.,"['Adventure', 'Sci-Fi']"
Army Men,"In this spin-off to the animation feature Toy Story, you fight as Sarge, a Green (toy) soldier, battling the vicious and relentless Tan forces.",['Action']
Welcome to the Game,Welcome to the Game is a creepy horror/puzzle game that takes you into the world of the Deep Web. Explore the Deep Web with the sole purpose of trying to find a Red Room.,"['Crime', 'Horror', 'Thriller']"
Star Trek: Starfleet Command III,"Enter the universe of Star Trek: Next Generation, and fight against whatever threatens the peace of Starfleet and their new ally, the Klingon Empire. With this new bond you must protect Unity 1 (a highly advanced space station capable of detecting far, and even cloaked ships) fro... Read all",['Sci-Fi']
Trine 2,"Trine 2 picks up the story when the Trine is rediscovered and transports Amadeus the wizard, Zoya the thief, and Pontius the knight to an unknown world where their progress is overlooked by a mysterious figure referred to as The Witch.","['Action', 'Adventure', 'Fantasy']"
Men of Valor,Men of Valor follows new recruit Dean Shepard and his squad of Marines through the war-torn jungles of Southeast Asia during America's most controversial conflict. The atmosphere of the troubled 1960s filters through sixteen historical missions that take the player from coastal p... Read all,"['Action', 'Adventure', 'War']"
The Sexy Brutale,"All the guests are being murdered at the extravagant masquerade party set in the sprawling and bizarre Sexy Brutale casino mansion. Then at midnight, the clock rewinds and the grisly pantomime all plays out again in exactly the same way.","['Adventure', 'Mystery', 'Thriller']"
Kunitsu-Gami: Path of the Goddess,"In the game, the player assumes control of Soh, who is tasked to protect a divine maiden named Yoshiro who must ""purge and cleanse"" villages of ""defilement"" and return the legendary Mt. Kafuku to peace.","['Action', 'Adventure', 'Fantasy']"
ClayFighter: Sculptor's Cut,Add a plot in your language,['Action']
Mickey's Speedway USA,Add a plot in your language,"['Family', 'Sport']"
No Man's Sky Beyond,Travel through a build universe teaming with life. Enjoy well over 30 hours of story and avoid hostile predators that seek fortune for their own,['Sci-Fi']
Tales of Xillia,"On the world of Rieze Maxia, humans, monsters, and spirits coexist. Humans are able to produce mana from internal organs known as mana lobes, and cast spirit artes by channeling that mana to spirits. Though the world is composed of two opposing nations, Rashugal and Auj Oule, it ... Read all",['Fantasy']
House Hack,"A budding R&B artist finds herself under attack by otherworldly forces while babysitting for her superstar DJ friend. Left alone with a spooky 7-year-old, the house smart-tech quickly turns evil.","['Comedy', 'Horror']"
Star Trek: New Horizons,"Experience the entire Star Trek universe, with over 300 years of narrative, 90 species to choose from, hundreds of ships, and thousands of solar systems technologies, weapons, and components.",['Sci-Fi']
Danny Phantom: The Ultimate Enemy,"Clockwork wants to turn Danny Fenton into the future's evil Dan Phantom by destroying everything and everyone he cares about. Danny will have to learn new powers in order to save his friends and family from the most dangerous force imaginable, himself.","['Superhero', 'Action', 'Family', 'Fantasy', 'Sci-Fi']"
Agatha Christie: And Then There Were None,"The World's Best Selling Mystery Novel is Coming to the PC! Agatha Christie's world-famous novel, And Then There Were None, is brought to the PC with all of its original baffling suspense! 10 people, strangers to each other, are all invited to a lavish estate on an isolated islan... Read all",['Adventure']
Mario Party 7,"When Bowser finds out he was not invited on Toadsworth's luxury cruise, the Koopa King turns their vacation paradise into a stress-filled madhouse. Mario tries to gain as many stars as possible to put a stop to him.","['Action', 'Fantasy']"
Firefighter F.D.18,"When the fire broke out in the Tunnel of interstate 42, the firefighters along with Dean McGregor came to bring the situation under control by putting out the fires and rescuing all trapped survivors. When they found one of the survivors Senator Harris Blackwell, they rescued him... Read all","['Action', 'Drama', 'Mystery', 'Thriller']"
Dragon Ball Z: Budokai 2,"Play as Goku and a host of other Dragon Ball Z characters as you make your way through the Saiyan, Namekian, Android, and Buu sagas in the all new Dragon World story mode, or compete as your favorite character in the World Tournament mode.","['Action', 'Family', 'Fantasy', 'Sci-Fi']"
